Date,Location,Blood Type,Donations,Usage,Population,Event,Temperature,Supply,Donate,Use,Supplied
14/05/2023,Nairobi,B+,6,2,341736,Disaster,19.2,1,60000,20000,10000
14/05/2023,Nairobi,B-,3,4,112817,Campaign,20.4,1,30000,40000,10000
14/05/2023,Nairobi,AB+,7,3,311356,Disaster,20,3,70000,30000,30000
14/05/2023,Nairobi,AB-,6,4,356426,Holiday,23.2,1,60000,40000,10000
14/05/2023,Nairobi,O+,1,4,354825,Campaign,23.3,-5,10000,40000,50000
14/05/2023,Nairobi,O-,9,3,346972,Campaign,33.5,4,90000,30000,40000
14/05/2023,Mombasa,A+,3,1,223640,,16,1,30000,10000,10000
14/05/2023,Mombasa,A-,6,1,213275,Disaster,25.6,6,60000,10000,60000
14/05/2023,Mombasa,B+,4,6,144142,,22.8,-5,40000,60000,50000
14/05/2023,Mombasa,B-,6,2,423689,Disaster,26.1,2,60000,20000,20000
14/05/2023,Mombasa,AB+,4,3,113172,Disaster,24.1,2,40000,30000,20000
14/05/2023,Mombasa,AB-,4,5,106448,Campaign,33.7,-2,40000,50000,20000
14/05/2023,Mombasa,O+,3,5,171920,Disaster,19.2,-1,30000,50000,10000
14/05/2023,Mombasa,O-,4,2,231263,Holiday,28.9,1,40000,20000,10000
14/05/2023,Kisumu,A+,2,1,144692,,20.7,1,20000,10000,10000
14/05/2023,Kisumu,A-,5,2,308094,Holiday,19.9,4,50000,20000,40000
14/05/2023,Kisumu,B+,4,3,192932,Disaster,24.9,3,40000,30000,30000
14/05/2023,Kisumu,B-,10,3,395555,Campaign,26,7,100000,30000,70000
14/05/2023,Kisumu,AB+,5,2,360734,Campaign,33,3,50000,20000,30000
14/05/2023,Kisumu,AB-,3,4,381255,,15.7,-2,30000,40000,20000
14/05/2023,Kisumu,O+,5,0,229868,Campaign,21.8,7,50000,0,70000
14/05/2023,Kisumu,O-,5,3,382789,Campaign,16.7,-1,50000,30000,10000
14/05/2023,Nakuru,A+,5,2,233929,Holiday,16.3,0,50000,20000,0
14/05/2023,Nakuru,A-,6,3,477315,Disaster,32.4,4,60000,30000,40000
14/05/2023,Nakuru,B+,5,1,309562,,33.1,3,50000,10000,30000
14/05/2023,Nakuru,B-,4,3,306570,,19.5,-1,40000,30000,10000
14/05/2023,Nakuru,AB+,2,1,187227,,22.8,0,20000,10000,0
14/05/2023,Nakuru,AB-,6,1,130549,Holiday,24.2,7,60000,10000,70000
14/05/2023,Nakuru,O+,6,0,405886,Holiday,15.9,5,60000,0,50000
14/05/2023,Nakuru,O-,3,3,132366,Disaster,27.7,1,30000,30000,10000
14/05/2023,Eldoret,A+,6,2,431523,Campaign,30.2,4,60000,20000,40000
14/05/2023,Eldoret,A-,9,5,446579,Disaster,34.3,4,90000,50000,40000
14/05/2023,Eldoret,B+,4,6,275755,,33.8,-4,40000,60000,40000
14/05/2023,Eldoret,B-,6,3,240577,,34.4,1,60000,30000,10000
14/05/2023,Eldoret,AB+,5,6,479971,,30.2,-4,50000,60000,40000
14/05/2023,Eldoret,AB-,2,1,207421,,19.5,0,20000,10000,0
14/05/2023,Eldoret,O+,4,4,471012,Holiday,20.6,1,40000,40000,10000
14/05/2023,Eldoret,O-,5,1,196326,Disaster,23.6,1,50000,10000,10000
15/05/2023,Nairobi,A+,4,3,433106,Disaster,21.8,-1,40000,30000,10000
15/05/2023,Nairobi,A-,4,4,369494,Disaster,25.5,1,40000,40000,10000
15/05/2023,Nairobi,B+,7,3,388704,Campaign,26,5,70000,30000,50000
15/05/2023,Nairobi,B-,6,4,460427,Disaster,22.3,0,60000,40000,0
15/05/2023,Nairobi,AB+,5,5,486937,Campaign,21.4,2,50000,50000,20000
15/05/2023,Nairobi,AB-,7,5,395248,Holiday,22,3,70000,50000,30000
15/05/2023,Nairobi,O+,7,2,271888,Holiday,24.8,2,70000,20000,20000
15/05/2023,Nairobi,O-,7,3,280708,Campaign,21.6,4,70000,30000,40000
15/05/2023,Mombasa,A+,4,4,438128,Holiday,16.3,2,40000,40000,20000
15/05/2023,Mombasa,A-,5,5,490951,Holiday,18.2,-3,50000,50000,30000
15/05/2023,Mombasa,B+,3,3,268677,,22.1,2,30000,30000,20000
15/05/2023,Mombasa,B-,3,2,137565,Campaign,17.8,-2,30000,20000,20000
15/05/2023,Mombasa,AB+,4,1,386223,,23.7,5,40000,10000,50000
15/05/2023,Mombasa,AB-,3,5,161088,Campaign,20.4,-2,30000,50000,20000
15/05/2023,Mombasa,O+,4,4,100221,Disaster,25.2,2,40000,40000,20000
15/05/2023,Mombasa,O-,5,2,479052,Campaign,17.6,4,50000,20000,40000
15/05/2023,Kisumu,A+,6,1,242356,,21.4,6,60000,10000,60000
15/05/2023,Kisumu,A-,6,2,261085,,28.5,1,60000,20000,10000
15/05/2023,Kisumu,B+,3,2,261114,Holiday,30.4,2,30000,20000,20000
15/05/2023,Kisumu,B-,12,4,217006,,19.7,8,120000,40000,80000
15/05/2023,Kisumu,AB+,8,3,360472,Disaster,27.5,5,80000,30000,50000
15/05/2023,Kisumu,AB-,5,4,398586,,30.8,-2,50000,40000,20000
15/05/2023,Kisumu,O+,4,7,487635,,32.4,-3,40000,70000,30000
15/05/2023,Kisumu,O-,2,2,460146,Campaign,30.1,-1,20000,20000,10000
15/05/2023,Nakuru,A+,9,5,305574,,27.6,6,90000,50000,60000
15/05/2023,Nakuru,A-,5,2,316139,Holiday,27,4,50000,20000,40000
15/05/2023,Nakuru,B+,5,5,378777,Campaign,25.5,1,50000,50000,10000
15/05/2023,Nakuru,B-,4,4,165585,Holiday,33.5,0,40000,40000,0
15/05/2023,Nakuru,AB+,5,6,424142,Disaster,20.3,0,50000,60000,0
15/05/2023,Nakuru,AB-,5,3,268115,Disaster,25.8,4,50000,30000,40000
15/05/2023,Nakuru,O+,1,0,191455,Campaign,17.3,3,10000,0,30000
15/05/2023,Nakuru,O-,3,5,411083,Disaster,29.8,-5,30000,50000,50000
15/05/2023,Eldoret,A+,2,1,454327,Campaign,18.3,2,20000,10000,20000
15/05/2023,Eldoret,A-,7,4,366148,Disaster,16.3,5,70000,40000,50000
15/05/2023,Eldoret,B+,10,2,436557,,32.5,5,100000,20000,50000
15/05/2023,Eldoret,B-,5,6,318160,Disaster,24.5,0,50000,60000,0
15/05/2023,Eldoret,AB+,3,6,206742,Holiday,18.9,-5,30000,60000,50000
15/05/2023,Eldoret,AB-,7,1,296910,Holiday,25.6,7,70000,10000,70000
15/05/2023,Eldoret,O+,3,6,394078,Disaster,34.8,-6,30000,60000,60000
15/05/2023,Eldoret,O-,1,2,301452,,34.1,1,10000,20000,10000
16/05/2023,Nairobi,A+,5,6,340943,Disaster,31.6,1,50000,60000,10000
16/05/2023,Nairobi,A-,6,5,390934,Campaign,19.6,0,60000,50000,0
16/05/2023,Nairobi,B+,2,6,289516,Campaign,19.4,-3,20000,60000,30000
16/05/2023,Nairobi,B-,3,5,197007,,31.9,-5,30000,50000,50000
16/05/2023,Nairobi,AB+,5,1,350311,,31.7,6,50000,10000,60000
16/05/2023,Nairobi,AB-,3,3,365040,Disaster,27.1,1,30000,30000,10000
16/05/2023,Nairobi,O+,6,4,129987,Campaign,16.8,3,60000,40000,30000
16/05/2023,Nairobi,O-,5,2,235403,Campaign,27.2,5,50000,20000,50000
16/05/2023,Mombasa,A+,8,4,445377,Campaign,20.3,5,80000,40000,50000
16/05/2023,Mombasa,A-,8,2,328189,,15.2,7,80000,20000,70000
16/05/2023,Mombasa,B+,5,0,444262,Campaign,25.3,3,50000,0,30000
16/05/2023,Mombasa,B-,4,0,259369,Campaign,29.8,1,40000,0,10000
16/05/2023,Mombasa,AB+,7,0,263076,Holiday,17,8,70000,0,80000
16/05/2023,Mombasa,AB-,1,6,129456,,33.4,-4,10000,60000,40000
16/05/2023,Mombasa,O+,7,1,473351,,17.5,8,70000,10000,80000
16/05/2023,Mombasa,O-,4,7,306335,Holiday,17.5,-6,40000,70000,60000
16/05/2023,Kisumu,A+,15,1,106163,Campaign,15.6,11,150000,10000,110000
16/05/2023,Kisumu,A-,4,5,475567,Holiday,22.6,-3,40000,50000,30000
16/05/2023,Kisumu,B+,6,2,379109,Holiday,29.6,4,60000,20000,40000
16/05/2023,Kisumu,B-,8,3,418761,Disaster,27.2,5,80000,30000,50000
16/05/2023,Kisumu,AB+,4,5,118367,,33.3,-3,40000,50000,30000
16/05/2023,Kisumu,AB-,3,0,318259,Campaign,22.1,1,30000,0,10000
16/05/2023,Kisumu,O+,2,5,173349,,15.8,-1,20000,50000,10000
16/05/2023,Kisumu,O-,5,3,173100,,32.9,3,50000,30000,30000
16/05/2023,Nakuru,A+,1,0,213578,Campaign,33.9,3,10000,0,30000
16/05/2023,Nakuru,A-,6,1,212742,Holiday,16.1,3,60000,10000,30000
16/05/2023,Nakuru,B+,2,3,142300,,33.9,-3,20000,30000,30000
16/05/2023,Nakuru,B-,7,2,244156,Holiday,28.7,3,70000,20000,30000
16/05/2023,Nakuru,AB+,5,2,444210,Disaster,31.3,3,50000,20000,30000
16/05/2023,Nakuru,AB-,6,3,273152,Campaign,16.2,1,60000,30000,10000
16/05/2023,Nakuru,O+,2,2,478391,Disaster,26.9,-2,20000,20000,20000
16/05/2023,Nakuru,O-,2,1,453441,Holiday,34.4,-2,20000,10000,20000
16/05/2023,Eldoret,A+,6,4,206565,Holiday,17.1,3,60000,40000,30000
16/05/2023,Eldoret,A-,4,5,491655,,30.2,-4,40000,50000,40000
16/05/2023,Eldoret,B+,8,3,235270,Campaign,17.9,6,80000,30000,60000
16/05/2023,Eldoret,B-,2,5,119584,Disaster,20,-5,20000,50000,50000
16/05/2023,Eldoret,AB+,4,3,405772,,31.8,0,40000,30000,0
16/05/2023,Eldoret,AB-,4,4,265637,Disaster,20.7,2,40000,40000,20000
16/05/2023,Eldoret,O+,8,4,192695,Campaign,19.8,2,80000,40000,20000
16/05/2023,Eldoret,O-,5,3,395250,Disaster,21.1,0,50000,30000,0
17/05/2023,Nairobi,A+,2,5,496570,Campaign,18.7,-1,20000,50000,10000
17/05/2023,Nairobi,A-,3,1,217958,Holiday,23.8,-1,30000,10000,10000
17/05/2023,Nairobi,B+,7,2,346162,Campaign,22.6,4,70000,20000,40000
17/05/2023,Nairobi,B-,3,8,196019,Campaign,26.9,-8,30000,80000,80000
17/05/2023,Nairobi,AB+,5,1,175152,Holiday,16.9,3,50000,10000,30000
17/05/2023,Nairobi,AB-,2,3,125439,Campaign,24.6,1,20000,30000,10000
17/05/2023,Nairobi,O+,10,1,429625,Holiday,16.3,11,100000,10000,110000
17/05/2023,Nairobi,O-,8,0,237374,,26.9,7,80000,0,70000
17/05/2023,Mombasa,A+,1,3,392485,Disaster,31.1,-1,10000,30000,10000
17/05/2023,Mombasa,A-,4,1,247399,Holiday,17.1,1,40000,10000,10000
17/05/2023,Mombasa,B+,3,2,216347,Holiday,33.6,-2,30000,20000,20000
17/05/2023,Mombasa,B-,9,2,492390,Disaster,18.7,9,90000,20000,90000
17/05/2023,Mombasa,AB+,1,2,405040,Campaign,34.6,-1,10000,20000,10000
17/05/2023,Mombasa,AB-,3,5,424077,Disaster,25.2,0,30000,50000,0
17/05/2023,Mombasa,O+,5,3,301071,Disaster,20.2,1,50000,30000,10000
17/05/2023,Mombasa,O-,6,4,261385,,30.4,3,60000,40000,30000
17/05/2023,Kisumu,A+,4,3,370813,,19.2,1,40000,30000,10000
17/05/2023,Kisumu,A-,7,4,444780,,19.4,1,70000,40000,10000
17/05/2023,Kisumu,B+,5,3,302417,Holiday,22.1,4,50000,30000,40000
17/05/2023,Kisumu,B-,7,2,183954,,16.3,4,70000,20000,40000
17/05/2023,Kisumu,AB+,3,5,338024,Disaster,25,-4,30000,50000,40000
17/05/2023,Kisumu,AB-,8,4,417303,Campaign,31.3,1,80000,40000,10000
17/05/2023,Kisumu,O+,2,2,428960,Disaster,34.9,0,20000,20000,0
17/05/2023,Kisumu,O-,6,2,460347,Disaster,34.8,6,60000,20000,60000
17/05/2023,Nakuru,A+,4,7,272061,Disaster,21.2,-1,40000,70000,10000
17/05/2023,Nakuru,A-,9,5,125702,Holiday,31.8,2,90000,50000,20000
17/05/2023,Nakuru,B+,2,3,440673,Disaster,22.8,1,20000,30000,10000
17/05/2023,Nakuru,B-,3,2,438655,Campaign,29.2,-2,30000,20000,20000
17/05/2023,Nakuru,AB+,5,2,221524,Campaign,32.2,3,50000,20000,30000
17/05/2023,Nakuru,AB-,4,3,359046,Holiday,25.2,-1,40000,30000,10000
17/05/2023,Nakuru,O+,6,4,289349,Holiday,25.1,4,60000,40000,40000
17/05/2023,Nakuru,O-,6,4,451803,,17.2,2,60000,40000,20000
17/05/2023,Eldoret,A+,9,2,385721,Disaster,22,7,90000,20000,70000
17/05/2023,Eldoret,A-,5,1,168920,Disaster,29.4,2,50000,10000,20000
17/05/2023,Eldoret,B+,3,3,229577,Holiday,31.8,-3,30000,30000,30000
17/05/2023,Eldoret,B-,10,1,266829,,32.2,9,100000,10000,90000
17/05/2023,Eldoret,AB+,5,3,209353,Disaster,18.4,2,50000,30000,20000
17/05/2023,Eldoret,AB-,3,4,184011,Holiday,34.6,-3,30000,40000,30000
17/05/2023,Eldoret,O+,6,1,214402,,31,4,60000,10000,40000
17/05/2023,Eldoret,O-,6,1,185612,Disaster,26.7,7,60000,10000,70000
18/05/2023,Nairobi,A+,2,4,200257,Campaign,25.1,-1,20000,40000,10000
18/05/2023,Nairobi,A-,4,2,364708,Campaign,27.1,3,40000,20000,30000
18/05/2023,Nairobi,B+,3,5,172875,Disaster,16.8,-2,30000,50000,20000
18/05/2023,Nairobi,B-,4,3,210108,,26.9,3,40000,30000,30000
18/05/2023,Nairobi,AB+,7,2,136924,Campaign,17.5,5,70000,20000,50000
18/05/2023,Nairobi,AB-,9,2,387725,,34.1,6,90000,20000,60000
18/05/2023,Nairobi,O+,6,5,101180,Campaign,18,-2,60000,50000,20000
18/05/2023,Nairobi,O-,4,0,341537,Campaign,24.6,2,40000,0,20000
18/05/2023,Mombasa,A+,6,2,203163,,26.6,6,60000,20000,60000
18/05/2023,Mombasa,A-,5,3,198995,Disaster,25.1,4,50000,30000,40000
18/05/2023,Mombasa,B+,5,0,402855,Campaign,29.3,5,50000,0,50000
18/05/2023,Mombasa,B-,6,7,171398,Disaster,23.6,-3,60000,70000,30000
18/05/2023,Mombasa,AB+,6,3,302739,Holiday,29.4,2,60000,30000,20000
18/05/2023,Mombasa,AB-,5,4,245724,Campaign,16.8,2,50000,40000,20000
18/05/2023,Mombasa,O+,8,6,189886,,16.4,3,80000,60000,30000
18/05/2023,Mombasa,O-,8,3,150696,Holiday,30.2,4,80000,30000,40000
18/05/2023,Kisumu,A+,3,2,294091,Campaign,31.1,3,30000,20000,30000
18/05/2023,Kisumu,A-,5,1,200688,Disaster,27.7,1,50000,10000,10000
18/05/2023,Kisumu,B+,4,3,155397,,29.5,2,40000,30000,20000
18/05/2023,Kisumu,B-,5,3,498286,Campaign,17,2,50000,30000,20000
18/05/2023,Kisumu,AB+,4,4,417984,Holiday,29.5,-2,40000,40000,20000
18/05/2023,Kisumu,AB-,3,2,353805,,18,1,30000,20000,10000
18/05/2023,Kisumu,O+,2,5,188127,Campaign,33.3,-3,20000,50000,30000
18/05/2023,Kisumu,O-,3,3,460008,,31.5,-2,30000,30000,20000
18/05/2023,Nakuru,A+,6,2,478563,Holiday,20.7,4,60000,20000,40000
18/05/2023,Nakuru,A-,3,2,274807,,28.3,0,30000,20000,0
18/05/2023,Nakuru,B+,6,3,444213,Holiday,26.6,5,60000,30000,50000
18/05/2023,Nakuru,B-,5,1,444803,Campaign,25.4,5,50000,10000,50000
18/05/2023,Nakuru,AB+,6,5,365549,Disaster,18.5,3,60000,50000,30000
18/05/2023,Nakuru,AB-,2,2,208858,,23.5,-2,20000,20000,20000
18/05/2023,Nakuru,O+,5,4,247296,Disaster,23,2,50000,40000,20000
18/05/2023,Nakuru,O-,3,3,328077,,19.9,1,30000,30000,10000
18/05/2023,Eldoret,A+,3,2,140255,Holiday,19.7,3,30000,20000,30000
18/05/2023,Eldoret,A-,7,1,185772,,16.7,7,70000,10000,70000
18/05/2023,Eldoret,B+,1,3,151812,Holiday,27.4,-5,10000,30000,50000
18/05/2023,Eldoret,B-,6,0,249170,,23.4,4,60000,0,40000
18/05/2023,Eldoret,AB+,4,1,203814,,21.4,5,40000,10000,50000
18/05/2023,Eldoret,AB-,3,3,458554,Disaster,21.5,1,30000,30000,10000
18/05/2023,Eldoret,O+,3,4,233862,Campaign,19.8,0,30000,40000,0
18/05/2023,Eldoret,O-,4,1,406633,,18.4,3,40000,10000,30000
19/05/2023,Nairobi,A+,7,0,203094,Campaign,29.9,9,70000,0,90000
19/05/2023,Nairobi,A-,5,4,291692,,15.6,-2,50000,40000,20000
19/05/2023,Nairobi,B+,5,3,324404,Holiday,16.9,-1,50000,30000,10000
19/05/2023,Nairobi,B-,6,4,280553,Holiday,28.6,1,60000,40000,10000
19/05/2023,Nairobi,AB+,7,5,389155,,22.4,-1,70000,50000,10000
19/05/2023,Nairobi,AB-,6,3,353333,Campaign,17.5,2,60000,30000,20000
19/05/2023,Nairobi,O+,0,2,479150,Campaign,15.7,0,0,20000,0
19/05/2023,Nairobi,O-,6,5,435744,Holiday,26.9,3,60000,50000,30000
19/05/2023,Mombasa,A+,6,3,400952,,33,5,60000,30000,50000
19/05/2023,Mombasa,A-,4,5,366013,Disaster,23.1,-2,40000,50000,20000
19/05/2023,Mombasa,B+,2,3,223609,,17.1,0,20000,30000,0
19/05/2023,Mombasa,B-,1,5,289485,Disaster,29.5,-3,10000,50000,30000
19/05/2023,Mombasa,AB+,3,3,186225,Disaster,32.3,2,30000,30000,20000
19/05/2023,Mombasa,AB-,4,6,420559,Campaign,18.2,-1,40000,60000,10000
19/05/2023,Mombasa,O+,8,6,475037,,31.4,4,80000,60000,40000
19/05/2023,Mombasa,O-,3,2,318200,Holiday,29.9,-2,30000,20000,20000
19/05/2023,Kisumu,A+,3,4,293915,,24.7,1,30000,40000,10000
19/05/2023,Kisumu,A-,3,1,359805,Campaign,32,-1,30000,10000,10000
19/05/2023,Kisumu,B+,3,5,323579,Disaster,31.3,-3,30000,50000,30000
19/05/2023,Kisumu,B-,5,6,179119,,19.4,1,50000,60000,10000
19/05/2023,Kisumu,AB+,3,4,494643,Disaster,32.5,-1,30000,40000,10000
19/05/2023,Kisumu,AB-,8,2,249033,Disaster,27.1,5,80000,20000,50000
19/05/2023,Kisumu,O+,4,3,310901,Campaign,20.8,3,40000,30000,30000
19/05/2023,Kisumu,O-,12,3,398586,,22,10,120000,30000,100000
19/05/2023,Nakuru,A+,1,0,417336,Campaign,17.2,2,10000,0,20000
19/05/2023,Nakuru,A-,7,1,245971,Holiday,31.4,5,70000,10000,50000
19/05/2023,Nakuru,B+,4,1,356552,Holiday,23.2,3,40000,10000,30000
19/05/2023,Nakuru,B-,3,4,159304,Campaign,34.3,-2,30000,40000,20000
19/05/2023,Nakuru,AB+,8,3,229459,Holiday,19.8,7,80000,30000,70000
19/05/2023,Nakuru,AB-,6,3,479953,,31.8,0,60000,30000,0
19/05/2023,Nakuru,O+,6,3,427077,,33.8,4,60000,30000,40000
19/05/2023,Nakuru,O-,4,6,426818,Campaign,19.5,-2,40000,60000,20000
19/05/2023,Eldoret,A+,3,3,118347,Disaster,21.2,0,30000,30000,0
19/05/2023,Eldoret,A-,3,4,332376,,33.6,-1,30000,40000,10000
19/05/2023,Eldoret,B+,3,1,383775,Campaign,34.4,3,30000,10000,30000
19/05/2023,Eldoret,B-,1,2,287733,Holiday,34.5,-3,10000,20000,30000
19/05/2023,Eldoret,AB+,6,2,102005,Campaign,23.7,5,60000,20000,50000
19/05/2023,Eldoret,AB-,8,3,378227,Holiday,20.6,3,80000,30000,30000
19/05/2023,Eldoret,O+,7,1,221420,,22.6,8,70000,10000,80000
19/05/2023,Eldoret,O-,3,2,118239,Disaster,15.1,0,30000,20000,0
20/05/2023,Nairobi,A+,5,4,298461,Holiday,20.3,3,50000,40000,30000
20/05/2023,Nairobi,A-,8,5,495856,Holiday,30.3,0,80000,50000,0
20/05/2023,Nairobi,B+,4,5,499678,Campaign,18.1,0,40000,50000,0
20/05/2023,Nairobi,B-,7,2,190875,,28.1,7,70000,20000,70000
20/05/2023,Nairobi,AB+,2,4,224982,Disaster,20.1,-5,20000,40000,50000
20/05/2023,Nairobi,AB-,7,1,129844,Holiday,19.6,6,70000,10000,60000
20/05/2023,Nairobi,O+,8,5,437768,Disaster,19.2,5,80000,50000,50000
20/05/2023,Nairobi,O-,3,0,202317,Campaign,31.6,1,30000,0,10000
20/05/2023,Mombasa,A+,4,3,201698,Campaign,28.4,0,40000,30000,0
20/05/2023,Mombasa,A-,4,3,461779,Holiday,26.3,3,40000,30000,30000
20/05/2023,Mombasa,B+,1,2,271077,Holiday,26.6,-2,10000,20000,20000
20/05/2023,Mombasa,B-,5,4,236188,Campaign,17.9,-1,50000,40000,10000
20/05/2023,Mombasa,AB+,7,5,317934,Campaign,24.2,4,70000,50000,40000
20/05/2023,Mombasa,AB-,3,3,422357,Campaign,21.3,1,30000,30000,10000
20/05/2023,Mombasa,O+,2,4,274872,Holiday,22.8,0,20000,40000,0
20/05/2023,Mombasa,O-,2,3,273197,,29.3,0,20000,30000,0
20/05/2023,Kisumu,A+,4,2,110059,Campaign,33.4,3,40000,20000,30000
20/05/2023,Kisumu,A-,6,4,102602,,17.5,2,60000,40000,20000
20/05/2023,Kisumu,B+,3,3,240473,Disaster,22,1,30000,30000,10000
20/05/2023,Kisumu,B-,2,3,383929,Disaster,17.5,1,20000,30000,10000
20/05/2023,Kisumu,AB+,11,4,185063,Holiday,24.7,5,110000,40000,50000
20/05/2023,Kisumu,AB-,5,2,378642,Holiday,17,5,50000,20000,50000
20/05/2023,Kisumu,O+,7,2,159862,Disaster,23.6,4,70000,20000,40000
20/05/2023,Kisumu,O-,4,6,216172,Campaign,16,-2,40000,60000,20000
20/05/2023,Nakuru,A+,7,4,103365,Disaster,16,4,70000,40000,40000
20/05/2023,Nakuru,A-,2,2,377934,Campaign,25.7,-3,20000,20000,30000
20/05/2023,Nakuru,B+,7,1,247441,Holiday,22.9,3,70000,10000,30000
20/05/2023,Nakuru,B-,3,7,417244,Disaster,17.7,-6,30000,70000,60000
20/05/2023,Nakuru,AB+,5,5,265653,Campaign,18.4,-3,50000,50000,30000
20/05/2023,Nakuru,AB-,3,1,175423,,19.7,-1,30000,10000,10000
20/05/2023,Nakuru,O+,9,3,147167,Campaign,18,8,90000,30000,80000
20/05/2023,Nakuru,O-,4,5,465212,Disaster,31.1,-2,40000,50000,20000
20/05/2023,Eldoret,A+,9,2,223773,Disaster,29.1,4,90000,20000,40000
20/05/2023,Eldoret,A-,6,2,207935,,17.6,6,60000,20000,60000
20/05/2023,Eldoret,B+,8,2,299344,,34.5,3,80000,20000,30000
20/05/2023,Eldoret,B-,7,1,244267,,28.6,3,70000,10000,30000
20/05/2023,Eldoret,AB+,3,2,392352,Campaign,34.4,3,30000,20000,30000
20/05/2023,Eldoret,AB-,6,1,362483,Holiday,20,5,60000,10000,50000
20/05/2023,Eldoret,O+,7,2,127742,Disaster,34.6,3,70000,20000,30000
20/05/2023,Eldoret,O-,5,0,368658,Campaign,19.7,6,50000,0,60000
21/05/2023,Nairobi,A+,5,7,347041,Disaster,17,0,50000,70000,0
21/05/2023,Nairobi,A-,7,2,201390,,18,5,70000,20000,50000
21/05/2023,Nairobi,B+,4,2,472289,,25,2,40000,20000,20000
21/05/2023,Nairobi,B-,4,5,190826,Holiday,20.1,-4,40000,50000,40000
21/05/2023,Nairobi,AB+,4,5,318693,Disaster,15,-3,40000,50000,30000
21/05/2023,Nairobi,AB-,1,3,417287,Holiday,28,-4,10000,30000,40000
21/05/2023,Nairobi,O+,4,3,135837,,27.5,1,40000,30000,10000
21/05/2023,Nairobi,O-,3,2,364142,,34.3,-2,30000,20000,20000
21/05/2023,Mombasa,A+,2,6,297296,Campaign,30.3,-4,20000,60000,40000
21/05/2023,Mombasa,A-,7,3,197446,Holiday,30.2,5,70000,30000,50000
21/05/2023,Mombasa,B+,2,3,266715,Holiday,35,1,20000,30000,10000
21/05/2023,Mombasa,B-,1,4,394302,Holiday,18.2,-3,10000,40000,30000
21/05/2023,Mombasa,AB+,13,5,174733,Holiday,27.6,5,130000,50000,50000
21/05/2023,Mombasa,AB-,4,3,147018,Campaign,22.9,-1,40000,30000,10000
21/05/2023,Mombasa,O+,3,2,338975,Campaign,18.6,0,30000,20000,0
21/05/2023,Mombasa,O-,3,4,373668,Campaign,32.7,-1,30000,40000,10000
21/05/2023,Kisumu,A+,4,2,325522,Campaign,29.8,3,40000,20000,30000
21/05/2023,Kisumu,A-,5,2,466422,Holiday,30.8,1,50000,20000,10000
21/05/2023,Kisumu,B+,3,5,394105,Disaster,30.5,-2,30000,50000,20000
21/05/2023,Kisumu,B-,7,0,147567,,23.4,4,70000,0,40000
21/05/2023,Kisumu,AB+,4,0,267005,Disaster,24.4,2,40000,0,20000
21/05/2023,Kisumu,AB-,4,3,337114,,34.1,1,40000,30000,10000
21/05/2023,Kisumu,O+,7,6,478834,Campaign,26.2,1,70000,60000,10000
21/05/2023,Kisumu,O-,2,3,407456,Campaign,16,0,20000,30000,0
21/05/2023,Nakuru,A+,8,4,194616,,16.4,6,80000,40000,60000
21/05/2023,Nakuru,A-,3,0,277844,Holiday,28.4,1,30000,0,10000
21/05/2023,Nakuru,B+,5,3,424008,,31.9,4,50000,30000,40000
21/05/2023,Nakuru,B-,2,1,247767,,23.9,1,20000,10000,10000
21/05/2023,Nakuru,AB+,4,3,213584,Holiday,20.9,1,40000,30000,10000
21/05/2023,Nakuru,AB-,2,2,226419,Campaign,21.8,-2,20000,20000,20000
21/05/2023,Nakuru,O+,2,2,272063,Campaign,32.8,0,20000,20000,0
21/05/2023,Nakuru,O-,3,2,214282,,16.9,-1,30000,20000,10000
21/05/2023,Eldoret,A+,5,4,218903,Campaign,15.5,1,50000,40000,10000
21/05/2023,Eldoret,A-,3,4,468448,Campaign,21.2,1,30000,40000,10000
21/05/2023,Eldoret,B+,8,1,485543,Holiday,21.2,6,80000,10000,60000
21/05/2023,Eldoret,B-,2,4,128725,Campaign,28.3,-1,20000,40000,10000
21/05/2023,Eldoret,AB+,7,1,375014,Holiday,16.5,6,70000,10000,60000
21/05/2023,Eldoret,AB-,3,2,432519,Campaign,34.4,1,30000,20000,10000
21/05/2023,Eldoret,O+,7,2,184377,,26.6,5,70000,20000,50000
21/05/2023,Eldoret,O-,3,4,487736,Holiday,26.2,-4,30000,40000,40000
22/05/2023,Nairobi,A+,5,1,462108,Campaign,18.6,2,50000,10000,20000
22/05/2023,Nairobi,A-,3,1,117618,Holiday,18.7,0,30000,10000,0
22/05/2023,Nairobi,B+,9,3,252562,Disaster,34.9,7,90000,30000,70000
22/05/2023,Nairobi,B-,10,2,156448,Campaign,22.5,8,100000,20000,80000
22/05/2023,Nairobi,AB+,6,1,341583,Campaign,27.6,3,60000,10000,30000
22/05/2023,Nairobi,AB-,8,0,367010,,21.4,7,80000,0,70000
22/05/2023,Nairobi,O+,2,1,344347,,22.2,3,20000,10000,30000
22/05/2023,Nairobi,O-,7,1,328889,Campaign,28.6,5,70000,10000,50000
22/05/2023,Mombasa,A+,7,0,232409,Disaster,16.7,9,70000,0,90000
22/05/2023,Mombasa,A-,2,4,331050,Campaign,21,0,20000,40000,0
22/05/2023,Mombasa,B+,3,3,425499,Holiday,19.3,-3,30000,30000,30000
22/05/2023,Mombasa,B-,3,2,196584,Holiday,33.2,3,30000,20000,30000
22/05/2023,Mombasa,AB+,3,1,368514,Campaign,24.2,4,30000,10000,40000
